"Id","region","mortality_rate","O3","PM10","PM25","NO2","T2M"
12402,"London",1.054,29.855,10.746,6.861,13.83,273.465
8041,"West Midlands",1.755,40.636,20.979,7.451,5.991,279.203
14137,"Yorkshire and The Humber",0.964,39.95,16.086,12.068,12.227,286.855
7653,"Yorkshire and The Humber",1.512,37.84,11.692,5.075,15.931,270.613
16400,"South West",1.226,55.066,7.81,3.407,3.172,280.555
12265,"London",0.657,43.266,13.757,9.466,18.426,291.051
7400,"Yorkshire and The Humber",1.283,38.07,13.972,6.2,12.196,282.866
18314,"East of England",1.54,28.448,18.893,14.568,18.773,283.574
8768,"London",1.347,2.385,32.679,20.392,52.95,273.508
12811,"South West",1.787,54.246,11.374,3.874,7.207,280.282
11195,"East Midlands",1.021,47.218,21.667,14.217,12.358,287.449
8836,"London",1.07,27.291,28.359,12.15,34.972,281.471
9784,"South West",1.167,43.855,8.992,3.904,4.649,285.71
15544,"London",0.78,50.572,20.669,15.057,28.013,293.656
12195,"London",0.757,61.606,9.977,5.761,9.969,287.66
13093,"South West",1.616,40.014,8.377,3.298,10.452,279.483
16195,"South West",1.019,77.16,11.277,7.301,2.19,284.777
12213,"London",0.682,60.85,15.286,10.059,14.48,287.741
17765,"East Midlands",1.204,47.982,7.776,4.757,7.639,287.604
9704,"South West",1.282,41.838,6.023,2.669,3.361,288.145
8397,"East of England",2.208,20.139,11.988,4.509,14.173,275.919
13213,"North East",1.656,48.793,8.373,5.593,9.463,276.438
18026,"West Midlands",1.063,56.79,6.332,3.413,7.087,281.317
7604,"Yorkshire and The Humber",1.474,20.386,13.853,7.929,15.272,285.832
12609,"South East",1.014,48.816,13.233,6.877,7.582,290.424
7388,"Yorkshire and The Humber",1.532,50.9,10.056,4.069,10.761,276.642
10356,"North West",1.553,65.215,11.187,2.834,3.895,282.802
7947,"East Midlands",1.23,33.667,11.481,5.502,13.893,283.509
11060,"East Midlands",1.353,61.581,16.633,8.612,10.178,280.309
14671,"West Midlands",1.391,59.34,19.611,14.902,9.526,281.201
13318,"North East",1.078,42.171,11.762,8.428,6.027,292.529
16711,"North East",1.422,45.74,4.521,2.828,8.081,281.973
7439,"Yorkshire and The Humber",1.206,54.975,10.796,4.298,10.14,283.727
11764,"East of England",0.982,44.504,24.724,16.886,20.878,283.273
14185,"Yorkshire and The Humber",1.286,13.484,27.199,27.128,28.17,282.646
17376,"Yorkshire and The Humber",1.279,49.695,7.412,5.64,7.955,287.027
17361,"Yorkshire and The Humber",1.279,58.54,7.343,5.895,7.838,290.302
17713,"East Midlands",1.335,51.026,9.641,7.982,9.109,287.826
9710,"South West",1.033,49.825,11.663,2.682,4.803,289.032
17584,"East Midlands",1.095,28.257,27.858,22.824,27.184,281.416
14846,"West Midlands",0.945,55.949,12.501,8.17,6.29,289.847
8291,"West Midlands",1.103,34.986,16.117,6.961,16.479,286.936
15119,"East of England",1.126,54.941,14.537,7.705,4.586,289.106
9484,"South East",1.555,20.995,12.183,6.973,21.362,275.68
12059,"London",1.191,2.654,30.354,17.866,52.533,275.024
9267,"South East",1.119,59.48,11.249,3.989,9.266,285.978
8556,"East of England",0.8,59.984,11.308,6.117,7.691,285.799
11119,"East Midlands",1.109,39.395,16.839,9.689,11.418,286.002
10271,"North West",1.239,30.78,15.244,9.981,17.06,272.265
7006,"North West",1.374,55.104,7.713,2.536,6.589,281.008
14344,"East Midlands",1.653,61.343,40.516,30.697,16.957,285.837
11307,"East Midlands",1.62,26.681,10.72,7.793,12.84,272.773
15017,"East of England",1.058,20.391,40.297,25.34,19.426,277.096
11250,"East Midlands",1.353,47.287,11.637,6.076,10.583,285.17
14058,"Yorkshire and The Humber",1.343,46.932,7.103,4.227,6.866,287.371
11040,"East Midlands",1.42,57.012,7.819,4.297,9.996,277.357
14088,"Yorkshire and The Humber",1.229,37.725,7.254,5.031,8.851,286.068
6879,"North East",1.786,24.058,8.834,4.709,6.178,278.188
16871,"North West",1.426,70.86,11.818,7.415,6.925,281.785
16439,"North East",1.153,26.103,13.549,10.552,14.282,271.817
11579,"West Midlands",1.132,34.166,17.927,9.939,15.737,287.723
14210,"Yorkshire and The Humber",1.343,42.115,6.379,2.971,8.465,276.114
10011,"North East",1.662,77.301,21.31,13.963,5.247,290.122
6849,"North East",1.398,26.809,9.404,4.209,10.594,283.353
17218,"Yorkshire and The Humber",1.505,37.566,22.336,16.964,21.137,280.729
9079,"London",0.919,25.098,10.324,5.444,24.699,282.79
17603,"East Midlands",1.182,57.108,13.528,9.136,14.648,282.192
15823,"South East",1.167,76.164,8.928,4.762,6.453,288.083
10310,"North West",1.581,61.815,6.043,1.457,5.61,275.517
7619,"Yorkshire and The Humber",1.244,28.294,10.145,5.244,14.064,280.768
11019,"East Midlands",1.242,58.017,20.094,9.367,8.495,276.634
12534,"South East",0.991,61.594,17.893,9.637,10.637,281.38
11075,"East Midlands",1.087,42.265,17.9,12.512,17.32,282.661
11150,"East Midlands",0.976,58.071,13.833,8.083,7.255,292.824
7753,"East Midlands",1.208,50.115,11.122,4.753,15.163,276.601
6968,"North West",1.947,35.212,11.297,5.324,10.264,272.806
7658,"Yorkshire and The Humber",1.627,16.635,14.102,10.392,23.24,273.782
8661,"East of England",1.113,32.972,11.825,2.871,14.042,288.564
9569,"South West",1.626,37.931,33.555,13.081,15.014,281.05
14916,"West Midlands",0.963,33.575,17.035,10.591,15.134,284.031
13090,"South West",1.083,66.432,7.244,1.941,3.073,284.23
18138,"West Midlands",1.117,45.007,15.202,8.042,9.59,286.272
11783,"East of England",1.05,77.738,17.193,8.579,4.719,280.902
12705,"South East",1.038,39.484,12.958,6.998,13.887,282.534
13997,"Yorkshire and The Humber",1.38,79.788,17.812,12.275,13.116,289.103
18176,"West Midlands",0.762,35.71,5.506,3.725,11.351,279.227
12044,"East of England",1.67,4.719,30.564,19.221,34.231,276.885
17495,"Yorkshire and The Humber",1.317,38.055,6.287,4.094,16.286,277.292
10251,"North West",1.325,48.036,8.624,2.751,7.085,273.059
6671,"North East",1.67,58.604,6.805,3.325,4.751,281.065
7792,"East Midlands",1.655,67.883,9.202,2.734,5.029,285.671
10486,"North West",1.439,46.877,7.429,2.73,9.993,286.229
8003,"East Midlands",1.655,26.615,10.817,5.807,26.204,277.638
15592,"London",0.829,29.912,12.129,6.707,18.351,287.199
13962,"Yorkshire and The Humber",1.135,57.854,11.022,7.189,8.268,284.606
12480,"South East",1.061,54.56,21.239,13.603,15.495,276.588
14303,"East Midlands",1.278,61.699,14.202,5.851,6.358,278.833
6701,"North East",1.592,62.763,8.27,2.971,4.231,280.939
16650,"North East",1.499,77.394,15,9.771,4.943,289.845
11755,"East of England",1.033,43.416,20.991,13.093,18.782,279.349
17952,"West Midlands",0.992,43.775,21.293,17.203,17.255,280.952
13439,"North East",1.271,34.883,12.402,10.828,15.168,281.556
14788,"West Midlands",0.927,49.644,8.068,3.29,3.961,287.382
12227,"London",0.657,52.171,19.441,9.465,21.56,293.882
7109,"North West",1.002,32.506,10.24,4.917,8.441,290.347
11382,"West Midlands",1.114,28.934,20.746,11.512,24.661,272.867
14782,"West Midlands",1.052,55.547,9.348,5.386,6.271,286.934
15447,"London",0.756,74.682,19.201,7.107,11.768,283.844
15843,"South East",1.306,64.282,11.297,6.478,4.176,285.689
9869,"North East",1.74,7.022,26.461,15.653,34.99,273.181
14470,"East Midlands",1.036,46.896,7.958,5.279,7.606,288.217
11321,"West Midlands",1.94,34.156,11.18,6.952,19.429,272.112
8315,"West Midlands",1.049,30.695,10.059,4.408,18.545,282.393
7295,"North West",2.047,31.666,7.592,4.331,8.116,276.813
15795,"South East",1.225,48.029,30.499,20.799,23.963,285.42
8829,"London",0.831,39.692,10.813,5.055,24.093,280.823
16490,"North East",1.23,62.469,6.48,3.558,6.248,276.784
7900,"East Midlands",1.23,53.812,13.622,4.964,10.194,292.316
17822,"East Midlands",0.963,49.108,10.931,5.953,8.383,282.014
9468,"South East",1.272,31.285,11.894,6.123,14.406,283.53
10641,"Yorkshire and The Humber",1.446,19.814,20.526,14.828,25.614,276.28
16350,"South West",1.396,62.023,9.69,5.434,3.285,286.053
16777,"North East",2.037,25.084,8.157,6.458,19.246,276.941
12998,"South West",1.197,49.422,9.703,3.28,4.785,289.222
13636,"North West",1.389,74.135,10.624,5.21,3.759,284.634
11132,"East Midlands",1.109,59.042,16.61,9.481,8.418,293.56
11042,"East Midlands",1.42,54.99,10.723,6.332,11.954,278.573
12467,"South East",1.504,50.799,9.547,5.212,9.784,278.707
7309,"Yorkshire and The Humber",2.029,6.805,24.138,15.498,34.753,272.701
9049,"London",0.919,29.492,13.681,5.364,22.476,283.843
13428,"North East",1.232,31.745,19.328,15.307,13.686,283.348
15875,"South East",0.728,53.161,9.333,6.023,7.139,288.623
7838,"East Midlands",1.319,28.882,12.263,6.361,14.326,288.583
14672,"West Midlands",1.266,59.173,10.143,7.983,7.388,278.842
16112,"South West",1.415,37.105,17.861,11.22,13.891,279.989
10167,"North East",1.353,48.464,11.24,7.212,8.908,277.492
12427,"South East",1.644,36.686,13.737,5.047,14.05,278.403
11037,"East Midlands",1.065,58.892,11.691,6.724,8.727,280.531
12473,"South East",1.364,48.106,15.69,7.854,18.585,275.83
17624,"East Midlands",1.314,60.907,5.454,3.573,7.745,280.401
14063,"Yorkshire and The Humber",1.229,51.912,8.16,4.449,4.535,286.974
14328,"East Midlands",1.278,56.562,10.195,6.633,9.152,281.913
14633,"West Midlands",1.498,56.227,16.433,6.875,5.919,279.602
7451,"Yorkshire and The Humber",1.264,79.24,14.739,6.712,7.61,287.923
10293,"North West",1.311,67.52,15.631,4.608,4.808,279.037
15334,"London",1.085,19.94,21.555,16.384,30.218,274.952
16631,"North East",1.114,46.383,6.324,4.267,3.28,291.063
14416,"East Midlands",1.19,45.616,8.858,5.418,9.742,286.613
8153,"West Midlands",1.122,59.424,8.361,2.049,5.152,282.684
14979,"East of England",1.672,48.974,10.232,5.507,8.976,282.589
10645,"Yorkshire and The Humber",1.313,41.212,12.554,6.777,13.871,274.4
9117,"London",1.032,10.478,16.456,9.364,33.851,272.491
8966,"London",0.743,33.315,9.206,4.509,14.296,290.417
16533,"North East",1.576,69.764,5.305,3.6,5.141,278.928
16807,"North West",1.412,17.488,21.875,17.444,28.295,272.487
17999,"West Midlands",1.028,59.472,8.301,6.888,13.62,280.834
12607,"South East",0.909,59.635,11.568,3.117,4.735,289.388
11637,"West Midlands",1.527,23.221,13.166,7.154,18.484,279.217
11878,"East of England",1.05,48.781,10.504,3.935,6.446,289.64
6765,"North East",1.087,37.469,7.495,3.145,3.486,288.431
7121,"North West",1.045,50.888,8.499,2.962,4.315,288.948
8972,"London",0.806,28.084,13.334,5.464,22.249,288.969
17124,"North West",1.256,42.725,5.981,3.401,11.101,276.592
13751,"North West",1.02,52.587,5.9,3.792,4.877,288.703
13266,"North East",1.271,62.823,13.093,10.636,8.561,285.535
12993,"South West",1.045,47.691,14.934,3.282,4.504,289.364
10948,"Yorkshire and The Humber",1.827,6.979,28.472,11.674,38.104,275.656
6829,"North East",1.786,49.369,7.678,2.404,3.64,284.215
17445,"Yorkshire and The Humber",1.411,36.213,7.736,4.749,11.263,278.852
12435,"South East",1.434,18.802,30.597,19.726,22.06,276.543
13979,"Yorkshire and The Humber",1.437,72.598,39.986,34.558,13.372,284.321
14861,"West Midlands",1.034,40.695,4.737,3.342,5.082,284.335
8206,"West Midlands",0.923,69.161,14.243,8.348,8.814,290.583
9496,"South West",2.334,27.064,14.506,5.345,17.706,271.543
15490,"London",0.707,46.836,11.211,6.296,17.242,286.436
12257,"London",0.757,36.575,12.09,6.469,15.676,291.682
12656,"South East",1.236,44.965,19.723,12.139,15.866,288.669
9180,"South East",1.131,14.227,21.131,10.767,27.526,281.636
14510,"East Midlands",0.992,72.25,25.731,16.746,12.451,292.355
10467,"North West",1.51,45.592,19.221,14.822,15.011,288.175
8132,"West Midlands",1.14,40.533,21.932,12.772,19.692,282.56
15932,"South East",1.017,49.14,7.89,4.637,6.979,289.177
12911,"South West",1.292,64.848,16.573,4.426,4.374,283.541
7077,"North West",1.603,53.508,6.38,2.387,7.029,283.51
11402,"West Midlands",1.222,60.707,10.152,5.162,5.885,280.278
7328,"Yorkshire and The Humber",1.608,14.713,10.159,5.586,18.453,277.783
9588,"South West",1.531,57.381,6.37,2.225,3.764,282.407
10268,"North West",1.88,19.646,20.756,10.861,26.433,272.644
7131,"North West",1.231,44.532,6.494,3.31,3.871,288.283
10649,"Yorkshire and The Humber",1.332,40.344,19.547,13.057,13.05,276.787
18229,"West Midlands",1.276,35.151,7.437,5.449,20.462,273.591
8337,"West Midlands",1.501,41.771,6.335,2.623,6.371,282.214
12329,"London",0.682,49.697,32.822,22.903,19.92,286.006
11083,"East Midlands",1.198,53.014,14.026,9.754,12.017,280.835
7523,"Yorkshire and The Humber",0.708,44.126,5.929,3.082,6.613,289.583
12980,"South West",1.197,57.46,11.253,4.585,4.352,289.222
14162,"Yorkshire and The Humber",1.399,47.531,7.859,2.927,5.69,279.335
17318,"Yorkshire and The Humber",1.279,61.363,5.677,3.352,4.682,285.321
9236,"South East",1.001,53.629,29.418,11.893,15.839,285.533
16476,"North East",1.845,61.189,5.8,2.851,3.288,277.823
7104,"North West",1.145,54.25,7.945,2.662,2.964,285.457
8936,"London",0.73,71.546,18.66,10.746,17.015,292.058
6725,"North East",1.359,61.163,9.312,3.549,4.094,283.184
13717,"North West",1.162,60.667,15.124,11.895,7.333,290.397
14785,"West Midlands",1.052,77.477,20.614,12.566,8.373,292.329
12660,"South East",1.073,44,11.825,4.69,11.032,287.975
8819,"London",1.095,26.368,17.643,4.833,34.585,278.936
16799,"North West",1.412,52.791,9.833,4.575,5.358,280.364
14566,"East Midlands",0.992,55.445,14.202,3.893,6.438,281.975
17434,"Yorkshire and The Humber",1.204,50.939,5.218,3.054,7.946,282.253
8341,"West Midlands",1.321,34.321,7.329,3.564,6.427,279.2
10841,"Yorkshire and The Humber",1.104,38.631,13.391,4.615,11.426,287.663
12836,"South West",1.521,34.596,18.789,10.046,20.486,277.674
7004,"North West",1.489,45.841,6.191,3.002,9.202,278.751
12067,"London",0.918,19.061,17.626,8.48,23.757,279.45
11058,"East Midlands",0.954,67.607,31.133,22.902,12.334,282.375
18022,"West Midlands",1.241,75.398,6.41,3.558,5.67,281.987
14010,"Yorkshire and The Humber",1.21,62.282,11.179,5.763,7.077,284.472
7471,"Yorkshire and The Humber",1.359,51.823,8.636,2.314,5.269,286.001
13817,"North West",1.318,27.791,34.39,23.591,17.859,282.38
6825,"North East",1.514,38.654,12.709,4.308,4.983,286.405
7916,"East Midlands",1.141,30.783,10.971,2.836,8.586,292.341
17079,"North West",1.285,36.808,5.768,4.238,12.652,279.069
8540,"East of England",1.078,60.107,16.882,8.078,11.595,288.929
10944,"Yorkshire and The Humber",1.903,37.353,10.213,5.561,10.289,270.77
16811,"North West",1.369,57.223,5.542,2.982,4.833,278.546
17796,"East Midlands",0.941,48.174,10.55,5.417,9.132,283.53
15807,"South East",1.248,73.948,29.341,23.496,20.564,289.624
9051,"London",0.818,16.431,18.577,8.638,37.743,280.716
15945,"South East",1.167,44.058,12.784,4.584,3.53,287.513
17048,"North West",1.157,51.94,8.896,4.551,5.938,285.352
11006,"East Midlands",1.331,25.66,18.389,10.967,21.503,277.059
8112,"West Midlands",1.103,57.015,8.685,2.192,3.995,280.323
14281,"East Midlands",1.41,39.555,12.422,6.516,15.258,277.104
16645,"North East",1.576,51.323,4.587,3.186,2.398,287.607
12174,"London",0.781,57.174,13.552,8.813,18.578,281.755
17413,"Yorkshire and The Humber",1.335,45.558,6.374,3.666,8.21,284.015
13335,"North East",1.579,52.042,7.992,5.109,3.074,287.785
16267,"South West",1.339,54.808,9.877,4.367,5.389,290.499
15252,"East of England",1.041,36.134,15.836,10.391,15.51,284.9
9997,"North East",1.508,67.833,18.905,13.831,5.783,291.07
6866,"North East",1.98,22.876,15.988,8.424,11.465,283.056
9798,"South West",1.32,45.656,7.488,2.412,3.642,282.521
9841,"South West",1.55,32.982,10.974,5.145,13.257,276.017
9198,"South East",1.507,51.963,15.611,4.505,13.395,282.263
14895,"West Midlands",0.82,49.232,16.243,10.782,7.919,282.884
13396,"North East",1.387,53.516,7.644,3.462,1.104,284.979
14677,"West Midlands",1.159,47.231,16.921,6.406,14.284,277.294
15003,"East of England",1.245,68.85,13.229,6.448,6.455,281.447
8636,"East of England",0.956,41.697,9.554,2.241,6.993,288.295
7980,"East Midlands",1.275,7.724,19.362,12.85,35.258,280.304
16619,"North East",0.576,42.318,4.876,3.983,4.792,285.831
14611,"West Midlands",1.854,42.542,8.003,5.107,10.185,277.842
9812,"South West",1.435,60.213,13.878,2.914,2.137,285.891
14213,"Yorkshire and The Humber",1.475,47.978,6.978,3.146,6.446,275.275
16042,"South East",1.375,59.659,7.627,2.421,4.212,280.119
12260,"London",0.732,31.288,16.702,9.984,24.122,291.066
14838,"West Midlands",1.23,35.024,8.197,5.44,15.904,285.134
8096,"West Midlands",1.52,52.389,10.541,2.702,7.672,280.99
15887,"South East",0.982,55.16,14.129,9.598,10.604,290.119
9183,"South East",1.142,37.596,13.532,4.937,14.826,281.699
10786,"Yorkshire and The Humber",1.161,29.817,10.806,5.528,13.613,290.707
18234,"West Midlands",1.347,30.187,9.392,5.654,20.269,274.689
8507,"East of England",1.095,50.482,16.045,5.858,11.433,284.294
8135,"West Midlands",1.194,65.032,33.066,17.665,14.221,284.716
9475,"South East",1.413,10.315,29.196,15.681,31.344,273.602
9941,"North East",1.198,70.154,9.529,2.601,2.734,279.855
8471,"East of England",1.148,39.501,18.762,6.794,16.47,281.137
9000,"London",0.692,37.394,8.688,3.799,11.229,288.38
12748,"South East",1.341,34.874,8.458,3.725,13.983,277.673
13340,"North East",1.04,51.087,7.151,5.419,4.479,287.038
9148,"South East",1.566,36.168,7.819,3.158,10.097,278.412
10484,"North West",1.339,36.436,17.548,9.152,15.978,287.524
8509,"East of England",1.026,63.811,29.169,15.16,18.746,285.705
7450,"Yorkshire and The Humber",1.072,70.422,13.179,6.583,11.01,287.579
8285,"West Midlands",0.923,29.072,16.687,8.034,17.699,287.019
17558,"East Midlands",1.839,20.326,24.05,19.839,32.246,271.601
6794,"North East",1.165,41.038,9.691,1.295,2,288.094
16429,"North East",1.652,62.739,3.852,1.898,2.21,277.936
13473,"North East",1.425,59.772,6.936,3.066,2.726,281.665
14592,"East Midlands",1.278,47.696,8.144,4.347,8.407,280.748
10940,"Yorkshire and The Humber",1.751,19.241,30.387,19.675,28.12,267.977
18146,"West Midlands",1.099,50.257,9.084,4.652,6.543,285.108
8701,"East of England",1.043,31.629,8.136,3.492,13.895,281.783
8535,"East of England",1.374,55.815,14.513,4.723,12.683,286.346
7909,"East Midlands",1.163,37.132,8.967,3.46,7.697,288.648
9876,"North East",1.508,15.512,26.859,17.148,23.952,274.672
12018,"East of England",1.326,28.585,12.991,6.172,20.586,275.992
12722,"South East",1.352,41.792,8.912,4.384,13.478,279.136
14483,"East Midlands",0.837,48.34,6.416,2.702,4.739,286.683
14193,"Yorkshire and The Humber",1.116,17.554,25.587,18.187,26.088,280.787
14770,"West Midlands",0.998,56.233,5.908,2.566,2.846,285.944
12114,"London",0.856,56.566,19.661,10.197,13.018,276.115
8587,"East of England",1.304,38.552,8.671,3.157,9.021,289.641
13900,"Yorkshire and The Humber",1.267,33.112,19.035,12.112,20.933,273.858
14640,"West Midlands",1.426,46.474,23.686,15.482,11.875,281.05
14396,"East Midlands",1.3,45.911,10.385,6.622,12.566,283.789
16725,"North East",1.153,53.617,6.06,2.561,3.791,276.212
12098,"London",1.079,25.376,12.112,7.453,25.744,275.308
17905,"West Midlands",1.258,11.132,23.449,19.271,33.516,272.164
8840,"London",0.743,28.971,41.797,22.325,40.663,280.601
18014,"West Midlands",1.365,53.414,13.149,11.314,18.325,281.379
12837,"South West",1.254,44,20.374,10.421,18.661,277.925
8798,"London",0.844,15.284,13.788,7.231,39.745,272.669
9584,"South West",1.358,58.798,9.958,4.869,3.715,282.467
14494,"East Midlands",1.058,40.405,16.199,11.482,13.005,287.384
10830,"Yorkshire and The Humber",1.085,47.129,19.861,13.252,14.241,287.209
13554,"North West",1.304,25.768,36.225,31.462,22.895,276.988
17476,"Yorkshire and The Humber",1.467,31.264,16.837,11.594,22.063,282.936
16590,"North East",1.691,52.602,7.288,3.535,4.743,283.116
17279,"Yorkshire and The Humber",1.392,79.289,13.906,9.577,5.907,281.976
17663,"East Midlands",0.876,66.608,14.069,10.069,7.972,283.361
17598,"East Midlands",1.401,11.615,52.466,45.846,30.396,280.847
7821,"East Midlands",1.073,63.573,12.299,6.671,10.198,283.532
11765,"East of England",1.068,66.306,13.225,7.326,8.85,282.032
11209,"East Midlands",0.71,40.712,11.91,4.641,9.42,285.077
9760,"South West",1.511,35.853,13.579,5.469,8.447,286.938
13984,"Yorkshire and The Humber",1.324,65,16.17,14.408,8.612,285.494
9608,"South West",1.473,52.687,9.388,4.417,8.196,280.949
18118,"West Midlands",0.992,51.534,11.437,6.298,4.713,290.111
12173,"London",1.017,57.382,11.187,5.399,14.079,280.346
15596,"London",0.597,27.453,24.8,13.281,27.958,286.47
17605,"East Midlands",1.226,38.742,40.072,34.26,19.433,282.048
13345,"North East",1.464,53.281,9.179,4.868,2.389,286.354
14035,"Yorkshire and The Humber",1.38,64.38,8.481,5.264,6.705,287.582
9954,"North East",1.624,56.32,17.394,8.967,6.81,281.876
8930,"London",0.592,48.093,9.488,4.554,12.629,288.104
17151,"North West",1.637,46.706,5.842,3.195,8.102,278.323
8904,"London",0.831,59.805,16.14,7.941,24.079,288.703
15587,"London",0.792,33.756,13.743,5.228,19.493,287.397
7922,"East Midlands",0.827,49.812,8.525,3.677,8.876,286.944
8036,"West Midlands",2.08,18.643,17.253,8.183,28.836,268.993
14182,"Yorkshire and The Humber",1.267,29.915,39.86,27.232,15.522,282.635
9344,"South East",1.19,41.591,12.765,5.591,10.019,291.109
13352,"North East",1.271,55.574,15.761,13.978,6.078,289.87
11325,"West Midlands",1.689,53.37,11.164,4.897,9.615,273.42
13785,"North West",1.063,51.066,9.077,3.125,2.994,283.175
7679,"East Midlands",1.588,9.604,15.377,7.803,27.645,274.039
6745,"North East",1.281,58.649,11.461,4.584,4.91,288.567
14432,"East Midlands",0.926,43.627,6.362,4.008,5.207,287.852
7289,"North West",1.575,48.201,11.954,3.916,6.903,272.079
10435,"North West",1.168,42.671,11.869,4.246,5.996,287.669
13165,"North East",1.309,52.807,8.102,5.505,6.202,278.983
12291,"London",0.781,39.405,19.124,12.759,26.102,288.053
18100,"West Midlands",0.833,53.027,4.684,2.61,3.198,285.717
11803,"East of England",1.291,75.124,10.879,2.32,3.009,280.419
13084,"South West",1.14,57.313,13.019,1.767,5.91,286.652
8647,"East of England",0.991,44.44,8.967,3.043,9.397,288.727
8379,"West Midlands",1.339,12.559,16.385,9.84,26.614,275.927
11155,"East Midlands",0.754,47.603,13.82,8.636,9.99,290.126
13537,"North West",1.516,54.492,10.478,5.589,6.285,278.479
18219,"West Midlands",1.294,45.254,5.119,3.234,11.195,279.792
10224,"North West",1.781,25.01,13.258,7.984,15.089,269.953
13235,"North East",1.348,67.14,6.395,3.493,1.7,284.677
18347,"East of England",1.236,57.402,13.884,8.757,9.827,280.168
13503,"North East",1.425,61.83,4.752,1.885,1.956,277.069
9689,"South West",1.11,49.337,4.892,1.919,2.397,287.723
14479,"East Midlands",0.815,49.516,12.333,7.764,7.772,287.914
16868,"North West",1.341,57.889,7.216,4.894,10.305,279.964
10276,"North West",1.467,13.792,22.195,16.171,33.934,276.566
8223,"West Midlands",0.904,46.815,5.318,1.607,2.538,288.745
7917,"East Midlands",0.895,36.262,9.146,4.477,12.958,287.139
15695,"London",1.036,42.251,9.44,6.71,16.711,283.926
7112,"North West",1.36,62.958,13.891,7.474,8.079,290.863
16140,"South West",1.019,52.923,16.076,11.791,8.729,282.03
16507,"North East",1.307,51.366,26.485,21.714,13.241,280.288
10482,"North West",1.197,52.989,7.982,1.122,3.858,286.252
8001,"East Midlands",1.431,25.509,10.66,5.353,14.359,279.836
14863,"West Midlands",1.212,44.986,6.486,3.241,4.872,287.668
7324,"Yorkshire and The Humber",1.838,29.518,9.302,4.493,10.394,274.514
15291,"East of England",1.075,10.209,31.286,25.819,31.277,283.89
17229,"Yorkshire and The Humber",1.317,35.894,14.56,10.224,12.796,280.873
13531,"North West",1.531,52.58,11.247,5.54,8.343,276.964
9617,"South West",1.435,66.522,7.896,2.136,3.079,284.791
10180,"North East",1.044,40.934,9.988,1.376,5.667,276.961
7125,"North West",1.074,46.097,8.711,2.905,3.721,286.288
9331,"South East",0.919,40.929,7.236,3.182,5.907,290.172
9928,"North East",1.778,68.765,13.704,3.411,3.956,278.951
8276,"West Midlands",0.904,49.413,4.82,1.511,2.946,285.549
16239,"South West",0.849,58.004,10.827,5.843,3.558,288.73
6875,"North East",1.437,45.014,4.288,1.774,5.335,283.607
12948,"South West",1.368,73.79,15.335,10.072,5.194,289.086
16880,"North West",1.637,76.687,28.084,23.457,9.029,282.984
12613,"South East",0.851,44.382,11.598,4.512,7.9,288.846
15928,"South East",1.052,49.946,13.595,8.969,10.325,291.857
16724,"North East",0.884,53.289,8.026,4.366,4.964,279.98
12828,"South West",1.635,39.99,11.566,6.614,13.338,276.763
15239,"East of England",0.887,53.115,28.775,20.499,26.811,291.207
7634,"Yorkshire and The Humber",1.666,37.343,8.336,3.351,5.394,276.61
17360,"Yorkshire and The Humber",1.185,45.634,8.851,6.819,9.225,287.023
8103,"West Midlands",1.248,57.765,11.061,3.245,5.711,281.29
16504,"North East",1.307,69.209,5.927,3.572,3.11,279.423
15989,"South East",1.075,37.51,12.505,6.006,11.926,283.766
11036,"East Midlands",1.353,55.804,13.843,8.351,11.409,281.342
10242,"North West",1.624,25.174,10.207,5.056,22.017,278.398
8872,"London",0.768,39.306,22.237,9.639,29.238,285.131
12042,"East of England",1.722,18.157,17.013,7.581,25.687,276.514
14769,"West Midlands",1.337,51.039,6.318,2.969,2.996,285.937
9391,"South East",1.095,28.285,12.727,3.676,13.958,288.95
12323,"London",0.98,28.792,17.274,7.678,26.139,287.52
11707,"East of England",1.464,30.083,35.995,20.799,24.409,275.86
17160,"Yorkshire and The Humber",1.542,58.849,4.529,2.493,5.394,278.952
7831,"East Midlands",1.029,46.924,14.976,7.582,10.215,287.85
12920,"South West",1.083,76.877,27.438,17.773,9.655,289.099
14599,"East Midlands",1.521,41.651,11.082,4.806,12.8,277.778
17852,"East Midlands",0.963,22.896,12.366,8.576,24.731,277.376
7248,"North West",1.503,18.787,16.626,11.172,21.807,276.817
11407,"West Midlands",1.186,57.824,10.042,5.454,8.957,278.294
8368,"West Midlands",1.592,30.579,7.371,4.306,14.773,277.222
14825,"West Midlands",0.802,43.223,7.811,3.251,3.303,289.531
13815,"North West",1.077,31.967,11.305,4.553,12.627,279.021
6627,"North East",1.281,57.399,6.17,1.675,2.993,279.2
8314,"West Midlands",1.302,43.308,7.523,2.352,6.182,284.397
8825,"London",0.881,22.134,19.896,8.796,44.649,277.048
8220,"West Midlands",1.085,47.892,9.081,2.915,4.455,286.568
9648,"South West",0.995,67.981,6.205,3.585,3.604,285.105
16332,"South West",1.207,60.722,24.046,14.972,11.424,290.896
9082,"London",0.932,48.96,11.791,3.381,10.67,285.635
17240,"Yorkshire and The Humber",1.354,44.584,38.625,31.13,17.602,281.91
10326,"North West",1.638,60.481,20.53,13.245,11.41,280.847
18151,"West Midlands",1.17,47.857,7.464,3.207,4.395,283.857
7042,"North West",1.202,70.12,19.592,12.821,7.57,283.104
12796,"South West",1.483,29.505,15.608,7.581,17.098,279.197
